,county,median_income,temp,total_population,elev_in_ft
438,"Jasper County, Georgia",42368,72.5,14588,591.0734265734266
439,"Jeff Davis County, Georgia",36385,75.6,14779,213.96815286624204
440,"Jefferson County, Georgia",26557,74.2,15709,321.96632124352334
441,"Jenkins County, Georgia",24604,75.2,8674,202.6214953271028
442,"Johnson County, Georgia",34438,74.4,9189,300.8229166666667
443,"Jones County, Georgia",51857,73.6,28347,503.85667752443
444,"Lamar County, Georgia",40344,72.5,18500,758.7692307692307
445,"Lanier County, Georgia",37605,75.8,9877,185.20212765957447
446,"Laurens County, Georgia",32356,74.9,49570,253.3259385665529
447,"Lee County, Georgia",61537,76.0,33163,262.0282485875706
448,"Liberty County, Georgia",42201,76.3,65256,43.608108108108105
449,"Lincoln County, Georgia",34243,73.6,7690,415.8
450,"Long County, Georgia",48863,76.2,16168,61.88505747126437
451,"Lowndes County, Georgia",36834,76.2,118251,183.17515274949085
452,"Lumpkin County, Georgia",43804,67.4,33488,1804.566750629723
453,"McDuffie County, Georgia",36656,73.5,21632,441.824427480916
454,"McIntosh County, Georgia",42988,76.6,10975,11.063348416289593
455,"Macon County, Georgia",28684,74.5,12082,362.70443349753697
456,"Madison County, Georgia",41912,71.8,30120,718.0727762803234
457,"Marion County, Georgia",36242,73.3,7498,572.7841726618705
458,"Meriwether County, Georgia",35832,72.0,20613,832.8752642706131
459,"Miller County, Georgia",33983,76.3,6000,162.31972789115648
460,"Mitchell County, Georgia",31915,76.0,21755,237.78280542986425
461,"Monroe County, Georgia",48744,73.2,27957,572.2853025936599
462,"Montgomery County, Georgia",34672,75.6,8610,234.35087719298247
463,"Morgan County, Georgia",51820,72.4,20097,619.1226993865031
464,"Murray County, Georgia",35539,69.8,39973,1021.2951807228916
465,"Muscogee County, Georgia",42306,73.6,206922,359.7750410509031
466,"Newton County, Georgia",49179,71.8,112483,724.3686440677966
467,"Oconee County, Georgia",72182,72.1,41799,699.3344709897611
468,"Oglethorpe County, Georgia",44226,73.0,14825,619.2923076923076
469,"Paulding County, Georgia",60109,70.7,168661,1036.6181818181817
470,"Peach County, Georgia",41588,74.4,27981,467.1454545454545
471,"Pickens County, Georgia",54123,68.3,33216,1407.7107142857142
472,"Pierce County, Georgia",40247,76.2,19716,115.23287671232876
473,"Pike County, Georgia",51338,72.3,18889,816.1966101694916
474,"Polk County, Georgia",37853,70.4,42853,866.8623595505618
475,"Pulaski County, Georgia",38750,75.2,9855,258.06802721088434
476,"Putnam County, Georgia",44299,73.0,22047,496.7509157509157
477,"Quitman County, Georgia",31487,74.4,2235,314.9692307692308
478,"Rabun County, Georgia",35211,65.5,16883,2361.5397727272725
479,"Randolph County, Georgia",28377,74.7,6425,377.10769230769233
480,"Richmond County, Georgia",37424,75.0,206607,254.57012987012988
481,"Rockdale County, Georgia",50455,71.7,93570,802.3507246376812
482,"Schley County, Georgia",39375,73.9,4547,471.6024096385542
483,"Screven County, Georgia",34466,75.2,14067,147.5377777777778
484,"Seminole County, Georgia",34905,76.8,9147,127.65771812080536
485,"Spalding County, Georgia",40246,72.2,67306,860.9563862928348
486,"Stephens County, Georgia",40315,70.5,26784,907.0622710622712
487,"Stewart County, Georgia",21118,73.8,5314,426.06382978723406
488,"Sumter County, Georgia",32758,74.9,29616,381.6270270270271
489,"Talbot County, Georgia",34078,72.7,5733,636.9795081967213
490,"Taliaferro County, Georgia",26306,73.1,1559,532.5895522388059
491,"Tattnall County, Georgia",33980,76.1,22842,156.97402597402598
492,"Taylor County, Georgia",28143,73.6,7816,508.2620320855615
493,"Telfair County, Georgia",26449,75.5,12477,208.5691056910569
494,"Terrell County, Georgia",28688,75.4,9185,338.6269841269841
495,"Thomas County, Georgia",36641,76.1,45798,230.0582329317269
496,"Tift County, Georgia",37653,75.3,41344,326.8363636363636
497,"Toombs County, Georgia",33679,75.8,27030,200.50566037735848
498,"Towns County, Georgia",37000,65.2,12493,2571.7980582524274
499,"Treutlen County, Georgia",38596,75.2,6406,248.3333333333333
500,"Troup County, Georgia",41489,72.1,69426,731.0557228915662
501,"Turner County, Georgia",31806,75.2,9006,368.75688073394497
502,"Twiggs County, Georgia",30468,74.6,8022,415.1071428571428
503,"Union County, Georgia",40799,65.5,24632,2410.019585253456
504,"Upson County, Georgia",35774,72.9,27700,697.1039603960396
505,"Walker County, Georgia",41632,69.9,67654,985.7078804347826
506,"Walton County, Georgia",54453,71.5,96673,835.5544303797468
507,"Ware County, Georgia",34909,76.4,36251,134.18074656188605
508,"Warren County, Georgia",29176,73.2,5215,508.0401459854015
509,"Washington County, Georgia",37932,73.8,19988,365.3092369477912
510,"Wayne County, Georgia",38955,76.1,30144,79.97953216374269
511,"Webster County, Georgia",37063,74.0,2348,451.4270833333333
512,"Wheeler County, Georgia",27620,75.6,7471,198.9103448275862
513,"White County, Georgia",40888,67.5,28003,1807.1960784313728
514,"Whitfield County, Georgia",40596,70.6,102864,811.6843220338983
515,"Wilcox County, Georgia",32043,75.2,8766,285.4339622641509
516,"Wilkes County, Georgia",32727,73.5,9565,529.6321428571429
517,"Wilkinson County, Georgia",38485,74.4,8877,337.7687296416938
518,"Worth County, Georgia",37974,75.7,20784,332.2749391727494
519,"Ada County, Idaho",56356,64.1,494967,2795.3453887884266
520,"Adams County, Idaho",39565,57.0,4379,4576.695081967213
521,"Bannock County, Idaho",43779,59.8,87018,5208.551934826884
522,"Bear Lake County, Idaho",48654,55.3,6372,6584.48608137045
523,"Benewah County, Idaho",39863,57.4,9530,2837.655172413793
524,"Bingham County, Idaho",50155,59.0,47992,5047.435018050542
525,"Blaine County, Idaho",60088,56.8,24272,6158.297093649085
526,"Boise County, Idaho",44238,57.3,7610,4803.333684210526
527,"Bonner County, Idaho",42171,54.8,47110,2848.142028985508
528,"Bonneville County, Idaho",50762,56.6,123964,5708.328877005348
529,"Boundary County, Idaho",38961,52.8,12056,3851.407608695652
530,"Butte County, Idaho",37891,56.4,2574,6059.586021505376
531,"Camas County, Idaho",42614,56.3,1077,5931.566909975669
532,"Canyon County, Idaho",42888,64.0,231105,2441.74363327674
533,"Caribou County, Idaho",58021,56.6,7027,6268.766881028939
534,"Cassia County, Idaho",45695,60.8,24655,5424.273654916512
535,"Clark County, Idaho",33672,55.8,790,6583.748691099477
536,"Clearwater County, Idaho",38837,55.8,8734,3415.850885368127
537,"Custer County, Idaho",39457,52.5,4275,7074.874105011933
538,"Elmore County, Idaho",43848,61.2,28666,4757.608094768016
539,"Franklin County, Idaho",48133,59.3,14194,5686.176470588235
540,"Fremont County, Idaho",47988,54.8,13388,6085.640776699029
541,"Gem County, Idaho",40828,62.3,19123,3375.420233463035
542,"Gooding County, Idaho",39930,63.1,15598,3524.2676470588235
543,"Idaho County, Idaho",38191,54.8,16541,4436.806556556557
544,"Jefferson County, Idaho",51171,58.8,30891,4856.392857142857
545,"Jerome County, Idaho",41630,62.4,24237,3873.284345047923
546,"Kootenai County, Idaho",49403,57.4,171362,2661.5773305084745
547,"Latah County, Idaho",42439,58.9,39517,2839.246575342466
548,"Lemhi County, Idaho",34329,54.6,7974,6114.198026779422
549,"Lewis County, Idaho",36505,58.6,3533,2996.7272727272725
550,"Lincoln County, Idaho",43273,60.2,5127,4344.4330218068535
551,"Madison County, Idaho",32233,57.9,52913,5458.366666666667
552,"Minidoka County, Idaho",44853,60.3,21613,4308.5375
553,"Nez Perce County, Idaho",48160,61.8,42090,1662.8284789644013
554,"Oneida County, Idaho",41338,60.8,4564,5381.123376623376
555,"Owyhee County, Idaho",33440,61.0,11913,4963.002538071066
556,"Payette County, Idaho",44257,63.9,25386,2324.388489208633
557,"Power County, Idaho",44779,59.8,7878,5023.301538461538
558,"Shoshone County, Idaho",37665,54.6,13169,3780.729669097028
559,"Teton County, Idaho",53474,54.5,11630,6522.744855967078
560,"Twin Falls County, Idaho",44048,61.4,90046,4851.123695976155
561,"Valley County, Idaho",48384,52.7,11746,5810.974404761905
562,"Washington County, Idaho",34775,61.4,10500,3437.9202127659573
563,"Adams County, Illinois",45965,70.4,65737,641.3325153374233
564,"Alexander County, Illinois",27265,72.0,5240,362.91785714285714
565,"Bond County, Illinois",47946,70.2,16725,549.5017301038063
566,"Boone County, Illinois",58248,66.8,53448,856.2112068965517
567,"Brown County, Illinois",50739,69.6,6244,619.9767441860465
568,"Bureau County, Illinois",50423,68.6,33244,680.6678200692041
569,"Calhoun County, Illinois",53869,71.0,4437,490.18562874251495
570,"Carroll County, Illinois",48631,67.2,15702,752.5663430420713
571,"Cass County, Illinois",47434,69.8,13042,520.5197568389058
572,"Champaign County, Illinois",46495,69.5,205865,721.875166002656
573,"Christian County, Illinois",45334,69.3,34032,625.1635944700461
574,"Clark County, Illinois",50517,70.0,15455,587.9247058823529
575,"Clay County, Illinois",44209,70.2,13288,485.38831615120273
576,"Clinton County, Illinois",63236,70.8,36899,455.4273318872017
577,"Coles County, Illinois",39588,69.8,46863,682.0182926829268
578,"Cook County, Illinois",55251,68.8,5275541,627.2547275710215
579,"Crawford County, Illinois",47468,70.5,18679,501.6519337016575
580,"Cumberland County, Illinois",46061,69.8,10450,602.3192307692308
581,"De Witt County, Illinois",53959,69.8,15516,720.7525252525253
582,"Douglas County, Illinois",51810,70.1,19740,655.2530120481928
583,"Edgar County, Illinois",45691,69.4,16866,667.5497512437811
584,"Edwards County, Illinois",44497,71.0,6245,454.64356435643566
585,"Effingham County, Illinois",52224,69.8,34668,582.7822580645161
586,"Fayette County, Illinois",43944,69.7,21488,556.660107334526
587,"Ford County, Illinois",49947,69.0,13534,753.375
588,"Franklin County, Illinois",39512,70.8,37804,440.5157116451017
589,"Fulton County, Illinois",46083,70.2,33609,609.0223266745006
590,"Gallatin County, Illinois",39636,70.6,4946,401.5450450450451
591,"Greene County, Illinois",42565,70.4,11985,542.4611764705883
592,"Grundy County, Illinois",65887,68.9,52533,559.1532033426184
593,"Hamilton County, Illinois",44159,70.6,7993,452.55799373040753
594,"Hancock County, Illinois",47699,70.3,17620,628.7183098591549
595,"Hardin County, Illinois",38838,70.4,3649,461.453237410072
596,"Henderson County, Illinois",47672,69.8,6387,608.1505016722408
597,"Henry County, Illinois",53480,68.9,49284,726.0900321543409
598,"Iroquois County, Illinois",47834,68.8,27077,665.1029900332226
599,"Jackson County, Illinois",33871,71.1,52974,453.8256880733945
600,"Jasper County, Illinois",54209,70.0,9287,530.2619047619048
601,"Jefferson County, Illinois",43247,70.5,37113,494.31533101045295
602,"Jersey County, Illinois",53271,71.0,21512,575.9538904899135
603,"Jo Daviess County, Illinois",53221,66.4,22035,814.3188720173536
604,"Johnson County, Illinois",42287,70.8,13308,512.8532608695652
605,"Kane County, Illinois",70696,67.8,516522,767.9482902418682
606,"Kankakee County, Illinois",52110,68.8,107502,642.4202898550725
607,"Kendall County, Illinois",84385,68.6,131869,651.222891566265
608,"Knox County, Illinois",39976,69.0,49967,728.2304964539007
609,"Lake County, Illinois",78026,67.5,714342,725.4556811421772
610,"Lawrence County, Illinois",40841,71.0,15280,460.0551948051948
611,"Lee County, Illinois",52379,68.4,34145,788.2397408207344
612,"Livingston County, Illinois",54254,69.2,35815,671.4161073825503
613,"Logan County, Illinois",50539,70.0,27987,604.6666666666666
614,"McDonough County, Illinois",40314,69.7,27238,671.4126455906822
615,"McHenry County, Illinois",77222,66.8,310229,854.9916864608076
616,"McLean County, Illinois",62211,69.5,170954,782.1154855643044
617,"Macon County, Illinois",47176,69.8,103998,665.8387096774194
618,"Macoupin County, Illinois",51206,70.2,44967,626.9172141918528
619,"Madison County, Illinois",53431,71.8,265859,511.5618345618346
620,"Marion County, Illinois",42238,70.0,37729,527.548330404218
621,"Marshall County, Illinois",53423,69.5,11742,617.3254901960785
622,"Mason County, Illinois",41567,70.2,13086,497.8432835820896
623,"Massac County, Illinois",40977,71.5,14169,378.1335877862596
624,"Menard County, Illinois",60486,69.6,12297,565.2938144329897
625,"Mercer County, Illinois",54757,69.2,15699,683.690537084399
626,"Monroe County, Illinois",70859,72.1,34962,526.5515151515151
627,"Montgomery County, Illinois",46966,69.4,28288,636.9462151394422
628,"Morgan County, Illinois",45978,69.8,32915,611.7148288973384
629,"Moultrie County, Illinois",49681,69.9,14526,660.4683544303797
630,"Ogle County, Illinois",54849,67.8,51788,807.4336734693877
631,"Peoria County, Illinois",51147,70.3,181830,623.8255813953489
632,"Perry County, Illinois",42478,71.1,20945,454.0655270655271
633,"Piatt County, Illinois",66261,70.0,16673,690.5021097046414
634,"Pike County, Illinois",40588,70.1,14739,578.1153846153846
635,"Pope County, Illinois",39223,70.5,3763,502.1739130434783
636,"Pulaski County, Illinois",31980,72.1,5193,375.0903614457831
637,"Putnam County, Illinois",56358,69.3,5637,606.952
638,"Randolph County, Illinois",48158,71.5,30163,481.5022123893805
639,"Richland County, Illinois",44127,70.5,15813,475.7088607594937
640,"Rock Island County, Illinois",48817,69.3,144672,641.8360655737705
641,"Saline County, Illinois",38258,70.2,23768,424.4122807017544
642,"Sangamon County, Illinois",56167,69.4,196343,595.3502604166666
643,"Schuyler County, Illinois",47723,69.8,6902,585.9244791666666
644,"Scott County, Illinois",47222,70.0,4949,543.880829015544
645,"Shelby County, Illinois",47850,69.6,20990,635.2686567164179
646,"Stark County, Illinois",50085,68.9,5400,726.2774566473988
647,"Stephenson County, Illinois",45331,66.3,44630,854.2613636363636
648,"Tazewell County, Illinois",58194,70.4,131343,619.411528150134
649,"Union County, Illinois",42606,71.3,17244,523.2417910447762
650,"Vermilion County, Illinois",42977,68.9,74188,657.1854395604396
651,"Wabash County, Illinois",47491,71.2,11361,442.1812865497076
652,"Warren County, Illinois",43699,69.1,16835,725.7105263157895
653,"Washington County, Illinois",53202,70.9,13761,490.9494047619048
654,"Wayne County, Illinois",44993,70.7,16179,440.95432300163134
655,"White County, Illinois",44648,70.9,13877,409.5242718446602
656,"Whiteside County, Illinois",47401,68.5,55691,655.6654545454545
657,"Will County, Illinois",76101,68.8,696355,651.9773404889684
658,"Williamson County, Illinois",44453,70.4,67153,463.569514237856
659,"Winnebago County, Illinois",48225,66.8,285350,781.0123674911661
660,"Woodford County, Illinois",65852,69.8,38467,713.6016483516484
661,"Adams County, Indiana",48188,67.8,35809,824.2644628099174
662,"Allen County, Indiana",49092,67.6,385410,790.4129129129129
663,"Bartholomew County, Indiana",55050,68.5,82208,672.2832167832167
664,"Benton County, Indiana",47046,68.5,8719,755.7622950819672
665,"Blackford County, Indiana",38190,67.8,12112,889.8760330578513
666,"Boone County, Indiana",67552,67.8,70812,910.9505300353356
667,"Brown County, Indiana",54615,68.1,15475,736.2579852579853
668,"Carroll County, Indiana",52005,68.2,20306,674.3052631578947
669,"Cass County, Indiana",42290,67.8,37870,706.4407407407407
670,"Clark County, Indiana",51699,70.2,121093,547.1935483870968
671,"Clay County, Indiana",47602,69.7,26466,622.0928571428572
672,"Clinton County, Indiana",48478,67.8,33190,851.828947368421
673,"Crawford County, Indiana",38695,69.3,10526,648.3430962343097
674,"Daviess County, Indiana",47342,70.7,33381,505.0921052631579
675,"Dearborn County, Indiana",58680,68.7,50679,738.5672727272728
676,"Decatur County, Indiana",49799,68.0,26472,899.0430622009569
677,"Delaware County, Indiana",38830,68.1,111903,937.0632530120482
678,"Dubois County, Indiana",53513,70.0,43637,523.7111801242236
679,"Elkhart County, Indiana",47913,67.2,207047,818.4091954022989
680,"Fayette County, Indiana",39379,67.3,23398,919.2323943661972
681,"Floyd County, Indiana",54914,70.3,80484,634.0248962655602
682,"Fountain County, Indiana",46760,68.8,16479,635.9375
683,"Franklin County, Indiana",51748,67.8,22785,829.251724137931
684,"Fulton County, Indiana",45332,67.8,20480,785.7381974248927
685,"Gibson County, Indiana",48303,71.3,33011,457.25752508361205
686,"Grant County, Indiana",40294,67.8,66674,850.7138728323699
687,"Greene County, Indiana",45397,69.7,30803,591.6096256684492
688,"Hamilton County, Indiana",86222,67.8,347467,827.3714285714286
